iter	RMSE
134	26.02143913
135	25.95528274
136	25.86127941
137	25.76103829
138	25.68563063
139	25.54447693
140	25.43996887
141	25.35603119
142	25.27256162
143	25.15530355
144	25.00462917
145	24.88673395
146	24.79592148
147	24.68182988
148	24.58854249
149	24.48234575
150	24.36380034
151	24.27264164
152	24.1598959
153	24.01901348
154	23.86828043
155	23.79473096
156	23.67534403
157	23.6304278
158	23.56211472
159	23.38559692
160	23.34323049
161	23.24891259
162	23.14526118
163	23.04435902
164	22.98621795
165	22.95541364
166	22.83445238
167	22.76841752
168	22.70872715
169	22.61298801
170	22.52123005
171	22.41073635
172	22.29528878
173	22.22371339
174	22.16154743
175	22.03694895
176	21.96230105
177	21.86197686
178	21.74521508
179	21.66759025
180	21.57125661
181	21.51046919
182	21.42030772
183	21.28958904
184	21.16305946
185	21.08773083
186	20.94050773
187	20.86713334
188	20.7881035
189	20.68768539
190	20.53515413
191	20.46097507
192	20.42896713
193	20.39057896
194	20.33440273
195	20.22782275
196	20.14594705
197	20.07769547
198	19.97351808
199	19.86759465
200	19.74015162
201	19.69337769
202	19.57025034
203	19.52073446
204	19.46685623
205	19.36779812
206	19.32668406
207	19.22211942
208	19.14787742
209	19.07245253
210	19.00354478
211	18.97105894
212	18.8837778
213	18.77148547
214	18.71149843
215	18.6127797
216	18.54059869
217	18.45070663
218	18.3727819
219	18.30892326
220	18.21735221
221	18.164001
222	18.05613056
223	18.00404981
224	17.95088252
225	17.91215083
226	17.83893248
227	17.70221467
228	17.65860193
229	17.60008973
230	17.51828647
231	17.46483205
232	17.38617114
233	17.28492679
234	17.17560283
235	17.09196708
236	17.05244151
237	17.00563362
238	16.96967016
239	16.91997637
240	16.85207847
241	16.70824758
242	16.63879123
243	16.57183342
244	16.52005749
245	16.40958517
246	16.34905091
247	16.30502254
248	16.25306517
249	16.21824518
250	16.17966467
251	16.13471455
252	16.0733119
253	15.97571151
254	15.86834986
255	15.75702199
256	15.66953114
257	15.62461873
258	15.54747023
259	15.51442757
260	15.48124079
261	15.43335827
262	15.35089178
263	15.2766097
264	15.2284748
265	15.11916856
266	15.01504728
267	14.91111215
268	14.81816814
269	14.76727409
270	14.70463678
271	14.6196232
272	14.5680384
273	14.53002675
274	14.4966498
275	14.38039941
276	14.27896377
277	14.25270231
278	14.21695313
279	14.17275099
280	14.11858391
281	14.09502355
282	13.96844681
283	13.87665772
284	13.82429489
285	13.79767539
286	13.73202351
287	13.68881792
288	13.63770727
289	13.56172142
290	13.50790314
291	13.47447251
292	13.39843813
293	13.3839109
294	13.31144097
295	13.28361528
296	13.18403853
297	13.09337892
298	13.0389456
299	12.98663313
300	12.95610076
301	12.89631339
302	12.78562272
303	12.69601573
304	12.67216213
305	12.59532315
306	12.53263417
307	12.43949424
308	12.38533787
309	12.30363663
310	12.21642403
311	12.18021776
312	12.0998485
313	12.07642547
314	12.03310457
315	12.01755847
316	11.95114097
317	11.93503665
318	11.85535244
319	11.82581938
320	11.74785341
321	11.64560593
322	11.56299911
323	11.54221421
324	11.50155574
325	11.49106379
326	11.43708297
327	11.37153379
328	11.35390479
329	11.2540002
330	11.173276
331	11.08436536
332	11.04389471
333	10.97034299
334	10.92244028
335	10.9053737
336	10.85263065
337	10.80047537
338	10.74746503
339	10.7040435
340	10.65585139
341	10.60235775
342	10.53960602
343	10.5117063
344	10.49047247
345	10.4314028
346	10.39377641
347	10.31423925
348	10.25461749
349	10.18226678
350	10.13378583
351	10.100462
352	10.07459677
353	10.00151265
354	9.925524614
355	9.890224641
356	9.833270094
357	9.763394106
358	9.689433604
359	9.648175905
360	9.607036148
361	9.551668877
362	9.477402962
363	9.457233395
364	9.391658043
365	9.323197911
366	9.303634001
367	9.265257697
368	9.231059337
369	9.201988836
370	9.154036888
371	9.109152882
372	9.071443777
373	9.042368937
374	8.993377754
375	8.986589106
376	8.931053548
377	8.882349989
378	8.859509233
379	8.808775939
380	8.769794069
381	8.712927583
382	8.64310159
383	8.587866756
384	8.559859896
385	8.544410627
386	8.497102095
387	8.446958175
388	8.401093641
389	8.362884943
390	8.313467823
391	8.263374536
392	8.239943553
393	8.230707386
394	8.20828937
395	8.164948227
396	8.143409755
397	8.108441599
398	8.065051073
399	8.011158469
400	7.978489787
401	7.93427603
402	7.869174914
403	7.848600824
404	7.794385261
405	7.740084686
406	7.683695146
407	7.619394114
408	7.594539419
409	7.585577331
410	7.550037992
411	7.503889901
412	7.473422471
413	7.420964317
414	7.371983038
415	7.353376566
416	7.299445813
417	7.271497993
418	7.247423558
419	7.205099628
420	7.155993703
421	7.149800209
422	7.122258016
423	7.098184535
424	7.06104923
425	7.024293468
426	6.983173433
427	6.930495143
428	6.903010242
429	6.868494977
430	6.848507697
431	6.821517919
432	6.797940896
433	6.777343284
434	6.760485038
435	6.717517618
436	6.689459555
437	6.642426488
438	6.605378783
439	6.557276728
440	6.52419643
441	6.486182165
442	6.47258267
443	6.445370991
444	6.432456475
445	6.411973636
446	6.364624839
447	6.337066968
448	6.307582434
449	6.302335001
450	6.259984174
451	6.24486206
452	6.204047629
453	6.176026138
454	6.171179799
455	6.15580773
456	6.11293224
457	6.071976642
458	6.030942962
459	5.990548019
460	5.960168698
461	5.943379249
462	5.918123989
463	5.913240369
464	5.874709454
465	5.833061083
466	5.805051014
467	5.793597743
468	5.780048098
469	5.766655129
470	5.751770739
471	5.72706608
472	5.709367239
473	5.66261615
474	5.645730083
475	5.624149764
476	5.605508896
477	5.571303863
478	5.559083951
479	5.51927418
480	5.514828625
481	5.491764506
482	5.461232292
483	5.451480009
484	5.433905017
485	5.416281236
486	5.40607007
487	5.371819716
488	5.332216244
489	5.301820575
490	5.297752716
491	5.263943868
492	5.22958969
493	5.209250677
494	5.188905066
495	5.160099009
496	5.13361593
497	5.106544194
498	5.099532916
499	5.076840345
500	5.05931814
501	5.013011723
502	4.987268207
503	4.958822528
504	4.932134411
505	4.92154102
506	4.903670222
507	4.877877416
508	4.862434125
509	4.827229988
510	4.789353875
511	4.768465375
512	4.750463776
513	4.721800784
514	4.698312598
515	4.663665196
516	4.636785616
517	4.614419409
518	4.585329491
519	4.571695186
520	4.546305319
521	4.527209767
522	4.496871478
523	4.469075964
524	4.442309585
525	4.414340608
526	4.406083573
527	4.390223935
528	4.357020788
529	4.331931429
530	4.308682893
531	4.287674483
532	4.260943418
533	4.235336631
534	4.209021248
535	4.181280463
536	4.15811168
537	4.149408323
538	4.132169759
539	4.110914859
540	4.090769876
541	4.065732114
542	4.036992444
543	4.012844434
544	3.985756581
545	3.982828083
546	3.968852719
547	3.948006599
548	3.944394462
549	3.933212963
550	3.929527724
551	3.910150589
552	3.892821076
553	3.883548143
554	3.863592165
555	3.838015978
556	3.81988771
557	3.794515872
558	3.771434069
559	3.747255054
560	3.735620928
561	3.721792729
562	3.702814324
563	3.691776025
564	3.663924476
565	3.652267615
566	3.633111166
567	3.610104013
568	3.597910756
569	3.592696105
570	3.572868609
571	3.564163999
572	3.557227401
573	3.553039922
574	3.541472782
575	3.52851409
576	3.519608626
577	3.512918786
578	3.504968867
579	3.48893189
580	3.466073172
581	3.445348957
582	3.429917538
583	3.399901951
584	3.380267291
585	3.362062728
586	3.351550972
587	3.329980472
588	3.320811505
589	3.308188638
590	3.299576688
591	3.284784328
592	3.278154918
593	3.270903606
594	3.26792582
595	3.254478778
596	3.251324403
597	3.247142651
598	3.231199209
599	3.224969228
600	3.211428505
601	3.185205819
602	3.1783482
603	3.151189885
604	3.141495536
605	3.115100859
606	3.098747535
607	3.085250709
608	3.08280882
609	3.068425803
610	3.059640107
611	3.042085223
612	3.027837421
613	3.008189429
614	2.987627754
615	2.961837777
616	2.943664718
617	2.925727852
618	2.911662827
619	2.909464425
620	2.892719285
621	2.875070346
622	2.863208324
623	2.850585708
624	2.838935086
625	2.823613733
626	2.807457158
627	2.792469624
628	2.783517907
629	2.772982866
630	2.757214053
631	2.740786349
632	2.735900939
633	2.724650209
634	2.709276538
635	2.697330968
636	2.68474841
637	2.673744867
638	2.658050887
639	2.6361807
640	2.618143305
641	2.610495985
642	2.593734617
643	2.575277271
644	2.562928986
645	2.552734899
646	2.550743598
647	2.546538645
648	2.537334726
649	2.530485106
650	2.520387424
651	2.508850156
652	2.494447741
653	2.484320904
654	2.472488126
655	2.457658584
656	2.44736119
657	2.436550312
658	2.428342822
659	2.419015425
660	2.408639369
661	2.393642708
662	2.383122416
663	2.368035168
664	2.35402581
665	2.346097633
666	2.332902747
667	2.331096058
668	2.316017181
669	2.299192063
670	2.294406808
671	2.284235989
672	2.275240346
673	2.26229872
674	2.252279069
675	2.238849002
676	2.225901873
677	2.21380424
678	2.200666417
679	2.189911136
680	2.183316833
681	2.177119355
682	2.163001793
683	2.155805658
684	2.145299792
685	2.13117801
686	2.11791071
687	2.105469962
688	2.103555591
689	2.088256647
690	2.082896412
691	2.073546557
692	2.068109572
693	2.054590027
694	2.047691517
695	2.038951897
696	2.024672
697	2.015120568
698	2.009747056
699	2.000320223
700	1.994835095
701	1.981314008
702	1.968642269
703	1.959279155
704	1.955535285
705	1.954056957
706	1.945373364
707	1.929380179
708	1.922175685
709	1.915114553
710	1.909466721
711	1.907909011
712	1.89924276
713	1.88422726
714	1.880459175
715	1.870457739
716	1.858488831
717	1.85686285
718	1.851537448
719	1.838039656
720	1.83236864
721	1.828281756
722	1.81762095
723	1.803476671
724	1.791504298
725	1.783268296
726	1.770857601
727	1.763499829
728	1.75981365
729	1.752665031
730	1.743392779
731	1.732586727
732	1.727519231
733	1.722704919
734	1.721228353
735	1.710345873
736	1.708340853
737	1.70052297
738	1.699042018
739	1.690147333
740	1.686834808
741	1.677189227
742	1.666500216
743	1.659124091
744	1.651713868
745	1.645728258
746	1.639838589
747	1.630160758
748	1.62146789
749	1.61326907
750	1.608998913
751	1.604538296
752	1.5983524
753	1.59133395
754	1.586719339
755	1.582531177
756	1.571315492
757	1.566459111
758	1.561316888
759	1.552702375
760	1.543063062
761	1.533354398
762	1.531427589
763	1.522832995
764	1.516646917
765	1.510606784
766	1.501805964
767	1.49241709
768	1.482554809
769	1.473890916
770	1.46356043
771	1.457568235
772	1.451769862
773	1.448604208
774	1.442573129
775	1.43482338
776	1.425414908
777	1.414957115
778	1.411482297
779	1.40185983
780	1.40006146
781	1.396265605
782	1.38681635
783	1.37995199
784	1.373510042
785	1.363630348
786	1.352080279
787	1.344662751
788	1.33653434
789	1.330121714
790	1.323544408
791	1.318072766
792	1.3098947
793	1.304169307
794	1.300649724
795	1.294156117
796	1.288329011
797	1.281041567
798	1.273961763
799	1.269371573
800	1.266668396
801	1.258638126
802	1.249550489
803	1.240750624
804	1.234825153
805	1.227891046
806	1.220331219
807	1.212115914
808	1.206879515
809	1.202583639
810	1.196501513
811	1.188233518
812	1.184080568
813	1.182027759
814	1.173807994
815	1.170533596
816	1.162134524
817	1.157423642
818	1.152216859
819	1.145308285
820	1.137020016
821	1.133402907
822	1.127795187
823	1.126634028
824	1.123550315
825	1.117131218
826	1.110356131
827	1.10420485
828	1.096995067
829	1.092552167
830	1.08560158
831	1.078544588
832	1.076082362
833	1.07437887
834	1.072857368
835	1.071068023
836	1.069472654
837	1.065101011
838	1.059907176
839	1.054011094
840	1.050083341
841	1.044414498
842	1.04053394
843	1.037528566
844	1.035684649
845	1.031117931
846	1.028294984
847	1.022695705
848	1.020659996
849	1.017751525
850	1.014419119
851	1.012096972
852	1.007381664
853	1.00117312
854	0.9987864022
855	0.9971622132
856	0.9964222611
857	0.9911595934
858	0.9895519613
859	0.9858382575
860	0.980113872
861	0.9769012638
862	0.9720652361
863	0.9641795104
864	0.9572549919
865	0.9512022709
866	0.9449204216
867	0.9401560623
868	0.9331599526
869	0.9292182721
870	0.9238031396
871	0.9211052504
872	0.9184585941
873	0.9134462975
874	0.9085414009
875	0.9053415917
876	0.9003339255
877	0.8989323204
878	0.8955370511
879	0.8931991643
880	0.8887684751
881	0.8864603549
882	0.8805280341
883	0.87964076
884	0.8749190385
885	0.8699478178
886	0.8654347448
887	0.863991664
888	0.8600186033
889	0.8559841821
890	0.8504220449
891	0.8441450626
892	0.8400724829
893	0.8361155772
894	0.8338375067
895	0.8309537107
896	0.8258173144
897	0.8221023422
898	0.8213376961
899	0.8165613952
900	0.8121478891
901	0.8063311503
902	0.8014688656
903	0.7992404972
904	0.7943681612
905	0.7931077007
906	0.7915224613
907	0.7883294875
908	0.7873487689
909	0.7839840349
910	0.7827445923
911	0.7786613468
912	0.7748799596
913	0.7705385206
914	0.7671840393
915	0.7617082562
916	0.7572565743
917	0.7554735459
918	0.7546724544
919	0.7496328089
920	0.7450047193
921	0.740830753
922	0.7384612372
923	0.7344975735
924	0.7298948447
925	0.7259598015
926	0.7243682066
927	0.723054823
928	0.7203704265
929	0.7164647153
930	0.712688407
931	0.7105861009
932	0.7062710798
933	0.7041970786
934	0.7003832365
935	0.6962857627
936	0.6952879178
937	0.6924995745
938	0.6890763159
939	0.6881361123
940	0.6843784402
941	0.6814043942
942	0.679632104
943	0.6764323748
944	0.6745489254
945	0.6723521805
946	0.6687261236
947	0.6646573949
948	0.6605371259
949	0.6574876262
950	0.653071996
951	0.6501446266
952	0.6478083932
953	0.643513547
954	0.6392088585
955	0.6361643535
956	0.632747946
957	0.6290424311
958	0.6260294277
959	0.6247107126
960	0.6196747372
961	0.6187739837
962	0.6159548221
963	0.6136201193
964	0.6085726652
965	0.6047623463
966	0.6012609599
967	0.5977363062
968	0.5946469968
969	0.5902020743
970	0.5862613432
971	0.583832368
972	0.5796847026
973	0.5774238941
974	0.5763086033
975	0.5727148844
976	0.5694500617
977	0.5682729454
978	0.5655762358
979	0.5641505284
980	0.5611007558
981	0.5568247752
982	0.5536884502
983	0.5509007642
984	0.5473920584
985	0.543627284
986	0.5404274513
987	0.5370373272
988	0.5347534444
989	0.5317878016
990	0.5284423836
991	0.5271121398
992	0.526237521
993	0.5225892293
994	0.5213973613
995	0.518984816
996	0.5162934968
997	0.5157679435
998	0.5149144326
999	0.5141192271
1000	0.5113854293
1001	0.507887036
1002	0.5063396186
1003	0.5042428335
1004	0.5016116909
1005	0.4990412975
1006	0.4974003189
1007	0.4953806938
1008	0.4921802348
1009	0.489767559
1010	0.4884975107
1011	0.4854434486
1012	0.484386188
1013	0.4821260635
1014	0.4794366099
1015	0.4777388461
1016	0.4763576169
1017	0.4757550112
1018	0.4732331604
1019	0.4709688787
1020	0.4679120511
1021	0.4674242779
1022	0.464315304
1023	0.4635101924
1024	0.4609075644
1025	0.4586522571
1026	0.4572189152
1027	0.4544385045
1028	0.4532272853
1029	0.4511244576
1030	0.44981029
1031	0.4471362524
1032	0.4445588975
1033	0.4427934153
1034	0.4420951428
1035	0.4395268298
1036	0.4384346203
1037	0.4364782455
1038	0.434629545
1039	0.4338974384
1040	0.4318257449
1041	0.4309201598
1042	0.4285289202
1043	0.4272112663
1044	0.425223789
1045	0.423622001
1046	0.4224422733
1047	0.420008249
1048	0.4193606887
1049	0.4178029529
1050	0.4150905208
1051	0.4128975808
1052	0.4123911979
1053	0.4111746046
1054	0.409686921
1055	0.4090024097
1056	0.4063701543
1057	0.4053176817
1058	0.4022037813
1059	0.400472332
1060	0.3997930316
1061	0.3980940906
1062	0.3966110922
1063	0.3941773054
1064	0.3923191956
1065	0.3897496033
1066	0.3879439252
1067	0.3859237035
1068	0.3832836937
1069	0.3806633574
1070	0.3793213065
1071	0.3776065332
1072	0.3751585274
1073	0.3729936508
1074	0.3708061878
1075	0.3701929574
1076	0.367897571
1077	0.3672800723
1078	0.3652050239
1079	0.3637051016
1080	0.3615714179
1081	0.3596476178
1082	0.3583780493
1083	0.3575708502
1084	0.3549065459
1085	0.3530830299
1086	0.351071061
1087	0.349624044
1088	0.347158107
1089	0.3464633661
1090	0.3454672426
1091	0.3439247181
1092	0.3413901577
1093	0.3395083133
1094	0.3390696604
1095	0.3381608012
1096	0.336025639
1097	0.3345330795
1098	0.3328278863
1099	0.3306500498
1100	0.3290667197
1101	0.3268481966
1102	0.3263555249
1103	0.3243582413
1104	0.3226285447
1105	0.3221698859
1106	0.3206828008
1107	0.3192240744
1108	0.3185621597
1109	0.3171068031
1110	0.3157899057
1111	0.3148823383
1112	0.3133344892
1113	0.3121057456
1114	0.310357344
1115	0.3095349873
1116	0.3084988005
1117	0.3072923894
1118	0.3064697074
1119	0.3054896744
1120	0.304868859
1121	0.3046493669
1122	0.3027502401
1123	0.3008461969
1124	0.2991081941
1125	0.2978649137
1126	0.2972957341
1127	0.2948798166
1128	0.2936008114
1129	0.292223005
1130	0.291833958
1131	0.2904139528
1132	0.2886863866
1133	0.287192378
1134	0.2862211911
1135	0.2847021369
1136	0.2838188759
1137	0.2827859814
1138	0.2814347114
1139	0.2797447879
1140	0.2792987763
1141	0.278597762
1142	0.2776865528
1143	0.2771222538
1144	0.2765941886
1145	0.2760836378
1146	0.2746126784
1147	0.2737171926
1148	0.2718592756
1149	0.2706385378
1150	0.2691355657
1151	0.2670949144
1152	0.2667849854
1153	0.2659115841
1154	0.2643999875
1155	0.2638927401
1156	0.2625480662
1157	0.2622859081
1158	0.2610511357
1159	0.2606123264
1160	0.2602860728
1161	0.2587683265
1162	0.257663136
1163	0.2567303988
1164	0.2553779336
1165	0.253886842
1166	0.252932075
1167	0.2522325676
1168	0.2514402691
1169	0.24993398
1170	0.2489071279
1171	0.2471508086
1172	0.2460571539
1173	0.2447677792
1174	0.2433115854
1175	0.2425223426
1176	0.2414709693
1177	0.2412576026
1178	0.2410161553
1179	0.2403016168
1180	0.2395377605
1181	0.2377993486
1182	0.2367004946
1183	0.2358327674
1184	0.2344810567
1185	0.233152504
1186	0.2321421278
1187	0.2302891108
1188	0.2298036242
1189	0.2287753433
1190	0.2275005368
1191	0.2264560386
1192	0.2249422647
1193	0.2247114376
1194	0.2239808041
1195	0.2231944026
1196	0.2220541785
1197	0.2206695107
1198	0.2197127574
1199	0.2183593457
1200	0.217379131
1201	0.2165542515
1202	0.2160885844
1203	0.2158682395
1204	0.2151283324
1205	0.2141251923
1206	0.2131122908
1207	0.2123814248
1208	0.210763136
1209	0.2093731846
1210	0.2082168498
1211	0.2070435001
1212	0.2054075554
1213	0.2048308668
1214	0.204583331
1215	0.2035173716
1216	0.202079915
1217	0.2005677838
1218	0.2002293929
1219	0.1997590169
1220	0.1987030454
1221	0.1978835132
1222	0.1968402265
1223	0.1956219728
1224	0.1954135814
1225	0.1948106515
1226	0.1940879556
1227	0.1932668314
1228	0.1929016932
1229	0.1922202461
1230	0.191154478
1231	0.1902600862
1232	0.1890637722
1233	0.18882582
1234	0.1885174871
1235	0.1873091727
1236	0.1863550987
1237	0.1855223219
1238	0.1851201929
1239	0.1842517887
1240	0.1837981217
1241	0.182922085
1242	0.1822902979
1243	0.1813568855
1244	0.1806157525
1245	0.1794565841
1246	0.178468658
1247	0.1776747751
1248	0.1766292465
1249	0.1760217221
1250	0.1757019275
1251	0.1751309514
1252	0.174351787
1253	0.1739815094
1254	0.1729854601
1255	0.1719017999
1256	0.1710986425
1257	0.1702984566
1258	0.1701218675
1259	0.1691447668
1260	0.1681437248
1261	0.1680383698
1262	0.1672637011
1263	0.1662784381
1264	0.1654120001
1265	0.1646687321
1266	0.1643799547
1267	0.163948402
1268	0.1638572038
1269	0.1633095617
1270	0.1625774849
1271	0.1623032206
1272	0.1616723543
1273	0.1615325575
1274	0.161370194
1275	0.1604928735
1276	0.1599765893
1277	0.1592644497
1278	0.159109157
1279	0.1588452645
1280	0.1581580308
1281	0.1576701643
1282	0.1569735245
1283	0.1563906326
1284	0.1562989226
1285	0.1561894249
1286	0.1553355029
1287	0.1550887758
1288	0.1542553342
1289	0.1534824549
1290	0.152739932
1291	0.1525707839
1292	0.1523203009
1293	0.1517247824
1294	0.1507758705
1295	0.1500883312
1296	0.1496191609
1297	0.1487637771
1298	0.1485203265
1299	0.1476515243
1300	0.147346307
1301	0.1472430072
1302	0.1469956408
1303	0.1468223436
1304	0.1459006546
1305	0.145174019
1306	0.1445070031
1307	0.1436605957
1308	0.1428376755
1309	0.1421181991
1310	0.1418431003
1311	0.1414069213
1312	0.1413391446
1313	0.1409777169
1314	0.1401727994
1315	0.1393641373
1316	0.1391778013
1317	0.1382760605
1318	0.1379830235
1319	0.1378550489
1320	0.1374760458
1321	0.1369783476
1322	0.1364468319
1323	0.135768165
1324	0.1354668147
1325	0.1347137677
1326	0.1337706163
1327	0.1329004248
1328	0.1328216379
1329	0.1319793939
1330	0.1310355893
1331	0.130387911
1332	0.1294251581
1333	0.1293555144
1334	0.1284352416
1335	0.1273744265
1336	0.1265633997
1337	0.1259498125
1338	0.1251829161
1339	0.1245003041
1340	0.1243579021
1341	0.1236870596
1342	0.1231494152
1343	0.1224187219
1344	0.1216838614
1345	0.1212333852
1346	0.1208215552
1347	0.1203694782
1348	0.1194403367
1349	0.1186007746
1350	0.1183491553
1351	0.1182812441
1352	0.1178664906
1353	0.1172945264
1354	0.1167585807
1355	0.1167170149
1356	0.1160236205
1357	0.1155225789
1358	0.1150405726
1359	0.114631822
1360	0.1138101887
1361	0.113096095
1362	0.1126160401
1363	0.1119004311
1364	0.1116936402
1365	0.1110813839
1366	0.1109127219
1367	0.1103733474
1368	0.1103082944
1369	0.1100198294
1370	0.1096918536
1371	0.1092313301
1372	0.1087191348
1373	0.1083248253
1374	0.1077846205
1375	0.1071856207
1376	0.1068427768
1377	0.1062616312
1378	0.1059159852
1379	0.1054931229
1380	0.1047575701
1381	0.1041753568
1382	0.1036428791
1383	0.1030769442
1384	0.1025050513
1385	0.1021825996
1386	0.1018672581
1387	0.1012072899
1388	0.1006232938
1389	0.1000858208
1390	0.09983538055
1391	0.09957841493
1392	0.09947521189
1393	0.09910273187
1394	0.09858765303
1395	0.09816405554
1396	0.09802345277
1397	0.09795611988
1398	0.09737237549
1399	0.09688161375
1400	0.09669417623
1401	0.09626757105
1402	0.09570555862
1403	0.09530024278
1404	0.09473684749
1405	0.09422108704
1406	0.09374489225
1407	0.09363838665
1408	0.09352464743
1409	0.09317526548
1410	0.09277362257
1411	0.09225013532
1412	0.09171479388
1413	0.09115151562
1414	0.09085628471
1415	0.09068153737
1416	0.09030097012
1417	0.08988212711
1418	0.08943972136
1419	0.08881696892
1420	0.08833318882
1421	0.08792173778
1422	0.0878706327
1423	0.08781017329
1424	0.08731710229
1425	0.08681100761
1426	0.08657601093
1427	0.08618319381
1428	0.08591746855
1429	0.08550500363
1430	0.08498502224
1431	0.08469330881
1432	0.08436667704
1433	0.08392760486
1434	0.08380016279
1435	0.08349887672
1436	0.08320002036
1437	0.08301005305
1438	0.08244230486
1439	0.08229104253
1440	0.08179928108
1441	0.08152881199
1442	0.08105433994
1443	0.0810114592
1444	0.08074713672
1445	0.08052497443
1446	0.08018287093
1447	0.07979862445
1448	0.0795989915
1449	0.07946012314
1450	0.07910386727
1451	0.07861005702
1452	0.07818984808
1453	0.077674752
1454	0.07744975081
1455	0.0770206076
1456	0.07663149106
1457	0.07609540708
1458	0.07586969109
1459	0.07576170238
1460	0.0753622219
1461	0.07507764035
1462	0.07462944798
1463	0.07422742063
1464	0.07366229913
1465	0.07327973221
1466	0.07324978536
1467	0.07283910948
1468	0.07236164548
1469	0.07200437268
1470	0.07190502294
1471	0.0714956667
1472	0.07105595582
1473	0.07099870237
1474	0.07050470863
1475	0.07034146527
1476	0.07029564196
1477	0.06995531454
1478	0.06970161748
1479	0.06930537715
1480	0.06918114171
1481	0.06880136894
1482	0.06857639876
1483	0.06840882302
1484	0.06826618977
1485	0.06797538974
1486	0.06767332584
1487	0.06727235516
1488	0.06695205028
1489	0.06663309517
1490	0.06654428216
1491	0.0664169022
1492	0.06637845113
1493	0.06590554538
1494	0.06546625458
1495	0.06520964231
1496	0.06509383455
1497	0.0649222155
1498	0.06488925208
1499	0.06443919048
